,engine_capacity,type,registration_year,gearbox,power,model,mileage,fuel,brand,damage,zipcode,insurance_price,price
70637,,small car,2004,manual,75,corsa,125000,gasoline,opel,0,45699,50.0,1365
72434,,small car,2010,auto,61,fortwo,70000,gasoline,smart,0,47652,170.0,4049
83538,3.2,convertible,2006,auto,256,a4,100000,gasoline,audi,1,31600,1390.0,12694
92573,,small car,09,auto,152,golf,125000,gasoline,volkswagen,0,7356,,8372
68823,,bus,1998,manual,109,andere,150000,diesel,citroen,,90513,40.0,1001
3776,,bus,2001,manual,101,zafira,150000,diesel,opel,,45968,170.0,1683
62518,,,2009,auto,396,,125000,liquefied petroleum gas,sonstige_autos,0,22946,1030.0,25389
73250,3.0,station wagon,2004,auto,207,laguna,150000,gasoline,renault,0,95615,230.0,2717
21348,,,2000,manual,0,caddy,150000,diesel,volkswagen,,4651,50.0,637
93456,2.5,station wagon,1994,manual,170,850,150000,gasoline,volvo,0,76646,90.0,1092
2058,,limousine,2004,manual,125,carisma,150000,gasoline,mitsubishi,,22111,110.0,1819
30612,,limousine,2008,manual,156,c_klasse,150000,gasoline,mercedes_benz,1,32108,580.0,6825
8060,,,2016,,90,a3,150000,diesel,audi,,58579,,1046
70022,,limousine,2001,manual,143,c_klasse,150000,diesel,mercedes_benz,0,38122,150.0,3030
92334,,small car,2002,manual,60,ka,125000,gasoline,ford,0,47799,80.0,818
60506,1.9,station wagon,2002,manual,115,sharan,150000,diesel,volkswagen,,79848,180.0,1820
14023,1.0,small car,2001,manual,50,lupo,100000,gasoline,volkswagen,,1454,140.0,1638
3914,,bus,2007,manual,140,touran,150000,diesel,volkswagen,,88213,450.0,7583
1582,,station wagon,2002,manual,101,passat,150000,diesel,volkswagen,,59229,80.0,1274
25642,,limousine,2002,manual,0,seicento,150000,gasoline,fiat,,84051,100.0,1364
49702,2.0,station wagon,2000,manual,91,mondeo,150000,diesel,ford,,56422,100.0,791
25806,,small car,2001,manual,60,ka,80000,gasoline,ford,1,52477,80.0,728
16565,,limousine,2004,auto,163,e_klasse,150000,gasoline,mercedes_benz,0,28215,550.0,5915
45253,,limousine,98,manual,0,3er,150000,gasoline,bmw,0,16227,,1183
60441,,limousine,2002,auto,193,5er,150000,diesel,bmw,0,89073,80.0,3549
19061,,station wagon,2003,auto,170,3er,150000,gasoline,bmw,0,1217,270.0,5733
30838,,small car,1992,manual,55,polo,150000,gasoline,volkswagen,0,65510,50.0,1001
96657,2.5,station wagon,2002,auto,0,v70,30000,gasoline,volvo,,37281,150.0,1547
33714,2.0,station wagon,1997,manual,136,vectra,150000,gasoline,opel,0,87437,90.0,1092
78173,,small car,2011,manual,110,golf,125000,diesel,volkswagen,,40213,990.0,8827
31163,2.0,station wagon,2006,manual,170,passat,125000,diesel,volkswagen,0,48336,570.0,8190
35550,,bus,1988,manual,69,transporter,150000,diesel,volkswagen,1,51149,150.0,1501
13703,2.2,limousine,2003,manual,130,ptcruiser,150000,diesel,chrysler,,78662,70.0,1228
6640,,station wagon,00,manual,90,focus,150000,diesel,ford,0,29585,,808
94796,1.6,bus,2003,manual,95,andere,90000,gasoline,citroen,0,44628,80.0,1365
13766,,limousine,1997,manual,101,a3,150000,gasoline,audi,,59469,110.0,2047
34214,2.0,,2011,auto,170,tiguan,150000,diesel,volkswagen,0,82275,660.0,11830
81188,1.6,station wagon,2006,manual,102,,150000,gasoline,volkswagen,0,10369,360.0,5459
44553,,limousine,1999,manual,90,bravo,150000,gasoline,fiat,0,78315,40.0,819
21638,2.0,station wagon,10,manual,140,golf,150000,diesel,volkswagen,0,31246,,6006
11582,,station wagon,1999,auto,116,bora,150000,,volkswagen,,37085,80.0,2184
75678,1.2,small car,2005,manual,55,polo,80000,gasoline,volkswagen,0,20535,200.0,3367
79047,,convertible,2000,auto,218,clk,150000,gasoline,mercedes_benz,0,27572,480.0,8881
8551,,convertible,2009,,140,eos,125000,diesel,volkswagen,0,50171,610.0,9099
72301,,station wagon,2004,auto,177,e_klasse,150000,liquefied petroleum gas,mercedes_benz,1,47929,550.0,5369
22560,,station wagon,2007,auto,435,andere,150000,gasoline,audi,0,48455,1240.0,16744
38964,4.2,station wagon,1999,auto,0,e_klasse,150000,diesel,mercedes_benz,0,55234,30.0,1183
74110,2.0,,2010,manual,136,sportage,125000,diesel,kia,0,51105,1150.0,15788
86783,1.6,limousine,2002,manual,105,golf,150000,gasoline,volkswagen,0,1189,270.0,3094
84588,,,2016,manual,0,megane,150000,gasoline,renault,,44359,,518
66019,,small car,2014,manual,136,cooper,30000,gasoline,mini,0,77723,1290.0,15460
18148,1.6,limousine,2015,manual,163,qashqai,10000,gasoline,nissan,0,27472,1130.0,22750
55367,,bus,2006,manual,145,andere,150000,diesel,peugeot,0,24768,280.0,3867
26885,,convertible,1996,manual,60,punto,125000,gasoline,fiat,,46236,100.0,773
61123,,,2011,manual,0,x_reihe,100000,diesel,bmw,,56288,430.0,13468
46575,1.2,small car,1996,manual,60,polo,150000,gasoline,volkswagen,1,73037,160.0,545
52291,2.0,station wagon,2010,auto,140,octavia,150000,diesel,skoda,0,36214,820.0,11830
43031,,small car,2002,manual,75,corsa,125000,gasoline,opel,0,99085,90.0,1537
40903,1.4,small car,2002,manual,68,fiesta,150000,diesel,ford,1,71686,230.0,1911
81609,,limousine,1996,manual,150,c_klasse,150000,gasoline,mercedes_benz,0,38524,100.0,637
67105,,convertible,1967,auto,408,galaxy,100000,gasoline,ford,0,22459,3010.0,18109
3400,,small car,1998,,0,ka,125000,gasoline,ford,0,40599,100.0,910
77295,1.4,small car,2011,auto,179,polo,40000,gasoline,volkswagen,0,25451,660.0,12285
83408,,bus,2002,manual,75,andere,125000,gasoline,mazda,0,7338,110.0,1638
88180,,station wagon,2001,manual,163,c_klasse,150000,gasoline,mercedes_benz,1,52445,80.0,1365
44374,2.0,bus,2002,manual,90,berlingo,150000,diesel,citroen,0,71636,240.0,3549
38630,1.6,limousine,1998,manual,107,laguna,150000,gasoline,renault,0,46119,70.0,728
84571,,limousine,2009,auto,204,e_klasse,50000,gasoline,mercedes_benz,0,45144,1400.0,21840
84372,,bus,2001,manual,125,transit,150000,diesel,ford,1,88239,170.0,1820
85897,1.8,station wagon,2004,manual,125,astra,150000,gasoline,opel,0,59269,100.0,2420
86318,1.6,limousine,2001,manual,102,a3,80000,gasoline,audi,0,51491,250.0,3731
20206,1.9,limousine,2007,manual,120,bravo,150000,diesel,fiat,0,74248,270.0,3185
25192,2.5,convertible,2000,auto,163,andere,150000,gasoline,chrysler,0,35510,70.0,864
16772,,station wagon,1998,manual,110,passat,150000,gasoline,volkswagen,0,51588,50.0,1092
98466,,small car,1996,manual,45,polo,90000,gasoline,volkswagen,0,32139,50.0,1137
52400,,small car,2005,manual,62,getz,100000,gasoline,hyundai,0,88046,90.0,1183
68115,1.3,small car,2005,auto,87,sirion,150000,gasoline,daihatsu,0,74420,170.0,2265
29955,1.4,small car,2003,manual,75,a2,150000,diesel,audi,0,8396,250.0,4732
60176,,coupé,1995,manual,106,tigra,150000,gasoline,opel,0,72461,80.0,682
82061,2.0,bus,2008,auto,170,touran,150000,diesel,volkswagen,0,10551,430.0,7098
92454,1.1,small car,2006,manual,65,picanto,90000,gasoline,kia,0,44227,250.0,3094
5915,,small car,2005,manual,75,modus,150000,gasoline,renault,,76185,60.0,1365
49233,,,2016,manual,0,civic,5000,liquefied petroleum gas,honda,,45127,,1456
52125,,station wagon,2004,manual,90,andere,150000,diesel,peugeot,0,35104,60.0,1638
10470,,limousine,1993,auto,136,e_klasse,150000,gasoline,mercedes_benz,0,38259,150.0,5005
75025,,convertible,2005,manual,170,3er,150000,gasoline,bmw,0,29352,640.0,9919
92660,,small car,2002,manual,58,twingo,150000,gasoline,renault,0,48282,70.0,955
28214,2.2,limousine,2001,auto,147,vectra,150000,liquefied petroleum gas,opel,0,29410,150.0,2002
66609,,small car,2013,auto,230,golf,40000,gasoline,volkswagen,0,33332,1600.0,23659
12104,2.5,station wagon,2004,manual,163,a4,150000,diesel,audi,0,38446,200.0,3184
87070,1.2,small car,2002,manual,0,corsa,150000,gasoline,opel,0,57520,70.0,1273
52018,,station wagon,2004,manual,109,3_reihe,150000,diesel,peugeot,0,24109,470.0,4095
50854,3.0,limousine,2004,auto,232,a8,150000,diesel,audi,0,12051,540.0,9054
91985,,,2016,manual,65,polo,150000,,volkswagen,0,91717,,3822
78642,1.4,limousine,2012,manual,140,astra,30000,gasoline,opel,0,47198,600.0,10283
13917,2.0,station wagon,02,manual,136,mondeo,150000,diesel,ford,,21441,,1365
50110,2.0,limousine,2007,manual,170,golf,150000,diesel,volkswagen,0,54422,270.0,5723
37951,1.0,small car,2005,manual,65,yaris,100000,gasoline,toyota,0,57610,170.0,2730
35881,,,1990,,0,,5000,,sonstige_autos,,22851,,455
34658,,station wagon,1993,manual,116,andere,150000,gasoline,volvo,0,53560,240.0,1820
32078,,limousine,1999,auto,286,5er,150000,gasoline,bmw,0,28816,510.0,6825
18168,,convertible,2003,manual,103,astra,150000,gasoline,opel,,45711,170.0,1729
3795,,station wagon,2000,manual,131,omega,150000,diesel,opel,0,26452,70.0,1092
33560,,limousine,2005,auto,344,andere,150000,gasoline,audi,0,15232,840.0,14105
40550,,station wagon,2002,manual,121,6_reihe,150000,,mazda,1,51570,150.0,1274
82800,,coupé,08,auto,272,tt,80000,gasoline,audi,0,60528,,16380
14692,2.0,station wagon,2011,manual,140,passat,150000,diesel,volkswagen,0,86156,700.0,11830
32280,,station wagon,2006,manual,163,3er,150000,diesel,bmw,0,12099,450.0,7143
28901,2.0,limousine,03,manual,145,mondeo,150000,gasoline,ford,1,76133,,1183
27661,1.2,small car,2010,manual,82,fiesta,70000,gasoline,ford,0,87549,320.0,5824
58534,,small car,2001,manual,60,andere,150000,gasoline,citroen,0,41189,100.0,1365
7698,,limousine,1995,manual,116,3er,150000,,bmw,1,88045,,455
93559,,station wagon,2008,manual,120,3_reihe,100000,gasoline,peugeot,0,65719,320.0,5414
42037,,bus,2006,manual,116,almera,80000,gasoline,nissan,0,88048,170.0,3640
33303,1.1,small car,1995,manual,50,fiesta,150000,gasoline,ford,0,51149,80.0,955
59737,,small car,1995,manual,60,polo,150000,gasoline,volkswagen,0,56412,100.0,864
73543,2.0,bus,07,auto,140,c4,125000,gasoline,citroen,0,53619,,6824
59486,,convertible,2002,manual,136,2_reihe,150000,gasoline,peugeot,0,49593,210.0,2639
15183,,limousine,1995,manual,90,vectra,150000,gasoline,opel,0,4617,50.0,637
97775,,limousine,1992,manual,118,andere,150000,gasoline,mercedes_benz,0,42285,70.0,900
96260,,,2005,manual,98,rio,80000,gasoline,kia,,18055,80.0,1092
25426,1.4,limousine,10,manual,90,astra,60000,gasoline,opel,0,44143,,7051
73083,,limousine,2001,manual,131,a4,150000,gasoline,audi,,66111,190.0,3185
58894,,,2016,auto,340,cayenne,150000,liquefied petroleum gas,porsche,0,9350,150.0,10919
93054,,station wagon,96,auto,200,3er,150000,liquefied petroleum gas,bmw,,12045,,1228
13769,1.9,small car,2002,manual,101,polo,150000,diesel,volkswagen,0,73066,80.0,2002
33352,,station wagon,2012,auto,340,andere,40000,gasoline,audi,0,74177,1600.0,34580
25736,,limousine,2004,auto,218,5er,150000,diesel,bmw,0,59229,730.0,9054
6248,,limousine,2001,manual,105,3er,150000,gasoline,bmw,0,59071,150.0,2366
93269,,limousine,98,manual,193,c_klasse,150000,gasoline,mercedes_benz,0,73054,,2001
34347,1.4,small car,2001,manual,60,polo,150000,gasoline,volkswagen,0,26345,170.0,2366
5803,,coupé,1999,auto,300,911,125000,gasoline,porsche,0,35279,1290.0,19838
28830,,limousine,2003,auto,231,7er,150000,gasoline,bmw,,39576,660.0,7735
26744,,small car,2005,manual,60,ka,125000,gasoline,ford,0,45886,50.0,896
23685,,station wagon,2000,manual,116,focus,150000,gasoline,ford,0,54619,50.0,910
26177,2.0,bus,07,manual,140,touran,150000,diesel,volkswagen,1,58135,,5187
60664,,coupé,2011,manual,177,1er,80000,diesel,bmw,0,73240,1460.0,18882
51338,1.2,small car,2000,auto,45,corsa,150000,gasoline,opel,0,27432,80.0,591
61362,,,2016,manual,90,civic,150000,gasoline,honda,,36251,,500
1666,1.4,small car,2004,manual,90,corsa,125000,gasoline,opel,0,64331,200.0,2093
42571,,limousine,2011,manual,101,astra,150000,gasoline,opel,0,21031,310.0,5687
66724,,,2016,,0,megane,150000,gasoline,renault,,38226,,910
5987,1.9,,2000,,0,a4,150000,,audi,,42113,280.0,2730
25621,,,2011,auto,205,xc_reihe,70000,diesel,volvo,1,48527,2410.0,21749
10324,,,2016,manual,140,andere,150000,diesel,renault,,28259,,637
75209,2.7,convertible,03,auto,203,andere,150000,gasoline,chrysler,,13357,,3412
2938,,station wagon,1997,manual,45,corsa,5000,gasoline,opel,,27574,80.0,546
18398,2.0,limousine,2007,manual,140,golf,150000,diesel,volkswagen,1,67657,520.0,5005
98796,1.9,station wagon,2007,manual,105,passat,150000,diesel,volkswagen,0,89340,450.0,5687
62483,,small car,01,manual,60,andere,100000,gasoline,citroen,0,2763,,1501
45920,2.0,limousine,2010,manual,143,golf,150000,diesel,volkswagen,0,48147,350.0,4095
79690,,limousine,1998,manual,170,,150000,gasoline,bmw,,97851,50.0,1046
45367,1.6,bus,2013,auto,125,i_reihe,60000,gasoline,hyundai,0,88131,770.0,9555
36483,,small car,07,manual,120,cooper,150000,gasoline,mini,0,96215,,7077
29195,2.2,limousine,1994,manual,122,c_klasse,150000,gasoline,mercedes_benz,0,13591,140.0,2366
28198,1.1,,2016,manual,60,,150000,gasoline,hyundai,,38642,,1183
20388,4.0,,2000,manual,177,wrangler,30000,gasoline,jeep,0,12527,590.0,10829
39099,1.6,small car,04,manual,101,andere,20000,gasoline,mazda,1,39365,,1820
99006,,small car,2007,manual,120,cooper,80000,gasoline,mini,0,31737,580.0,8190
85211,,,1985,auto,160,andere,90000,gasoline,chevrolet,0,22946,410.0,8099
31731,1.2,small car,2002,manual,64,polo,125000,gasoline,volkswagen,0,28790,110.0,2274
19712,,,2016,manual,116,c_klasse,150000,diesel,mercedes_benz,,72213,,2729
19742,2.0,station wagon,2011,auto,170,passat,125000,diesel,volkswagen,0,33415,1750.0,19929
39063,,,00,,0,vectra,150000,,opel,,84028,,1092
36301,1.6,limousine,1991,manual,70,golf,150000,gasoline,volkswagen,,63743,80.0,1365
24211,,small car,2004,manual,101,corsa,150000,diesel,opel,,54298,140.0,1956
98583,,bus,2004,manual,90,transit,125000,diesel,ford,0,55120,450.0,3549
31840,1.9,small car,2004,,0,golf,150000,diesel,volkswagen,,10119,120.0,2366
24604,1.8,station wagon,1997,manual,125,a4,150000,gasoline,audi,,79102,90.0,1619
34163,2.0,coupé,2009,manual,200,scirocco,100000,gasoline,volkswagen,0,49716,1210.0,11739
99236,,limousine,2002,manual,118,3er,150000,gasoline,bmw,0,53879,140.0,2002
42000,1.9,bus,2006,manual,0,touran,150000,diesel,volkswagen,0,94094,370.0,5601
31687,,small car,1996,manual,50,polo,150000,gasoline,volkswagen,0,45739,60.0,728
23822,1.6,limousine,2015,manual,116,astra,10000,gasoline,opel,0,41472,510.0,12467
46687,,coupé,2003,auto,163,clk,150000,gasoline,mercedes_benz,0,27432,540.0,6188
23867,2.0,bus,2007,manual,143,5_reihe,150000,diesel,mazda,0,53474,350.0,3635
62653,,small car,10,auto,71,fortwo,60000,gasoline,smart,0,34613,,4868
21137,1.6,limousine,2001,manual,105,golf,150000,gasoline,volkswagen,0,14548,160.0,1638
87404,,small car,2002,manual,75,fiesta,150000,gasoline,ford,0,44328,70.0,909
46378,2.0,limousine,2011,manual,170,andere,100000,diesel,alfa_romeo,0,24576,1420.0,13013
80534,,station wagon,2005,manual,192,5er,150000,gasoline,bmw,1,75172,590.0,3630
71105,,station wagon,2002,auto,155,a4,150000,diesel,audi,,83022,230.0,2720
57095,1.2,limousine,2015,manual,110,golf,10000,gasoline,volkswagen,0,38376,840.0,15469
71075,,limousine,1981,,0,,150000,gasoline,sonstige_autos,,8606,100.0,1092
40921,,small car,1996,manual,45,polo,150000,gasoline,volkswagen,0,30657,130.0,1183
40209,,limousine,1996,auto,150,c_klasse,125000,gasoline,mercedes_benz,0,42655,210.0,2229
67691,,,99,auto,105,,125000,gasoline,honda,,66583,,1228
91904,,small car,1998,manual,0,polo,150000,,volkswagen,,49170,70.0,909
89843,1.9,station wagon,2005,manual,105,passat,150000,diesel,volkswagen,0,26607,360.0,5005
50676,,small car,1993,manual,45,,90000,gasoline,peugeot,0,6886,90.0,546
17670,,,2007,manual,122,defender,125000,diesel,land_rover,0,50389,1510.0,18655
27130,3.0,,2005,auto,224,touareg,150000,diesel,volkswagen,0,74928,510.0,7734
18549,,limousine,1996,manual,90,golf,150000,gasoline,volkswagen,,36251,,491
1872,,limousine,1993,,0,,150000,diesel,mercedes_benz,1,26203,,546
99689,,limousine,2010,manual,105,golf,100000,diesel,volkswagen,0,26670,890.0,8781
34538,1.2,small car,2004,manual,64,ibiza,125000,gasoline,seat,0,61200,160.0,2093
92685,,,2016,manual,0,e_klasse,150000,liquefied petroleum gas,mercedes_benz,1,47167,,500
65392,2.0,,2016,manual,101,,150000,diesel,opel,1,74670,30.0,910
93222,,coupé,2005,auto,272,andere,90000,gasoline,mercedes_benz,0,33609,770.0,12558
50683,1.6,station wagon,1998,manual,101,vectra,150000,gasoline,opel,0,33330,80.0,1456
53667,2.5,limousine,1999,manual,150,a6,150000,diesel,audi,0,93128,80.0,1355
99187,,convertible,1992,manual,140,3er,150000,gasoline,bmw,,21217,100.0,1819
34623,,small car,2001,manual,41,fortwo,150000,diesel,smart,0,49584,80.0,1410
76112,1.6,bus,00,manual,101,zafira,150000,gasoline,opel,0,8412,,1064
64713,,,2016,manual,116,3er,150000,gasoline,bmw,,32791,,2275
50731,,small car,2000,manual,75,clio,125000,gasoline,renault,0,33604,90.0,1183
66965,,station wagon,2011,auto,170,octavia,90000,diesel,skoda,,66806,860.0,15105
93085,1.2,small car,2003,manual,0,corsa,150000,gasoline,opel,0,51580,100.0,1228
20471,1.6,limousine,2004,manual,105,passat,150000,gasoline,volkswagen,0,33689,170.0,3458
15463,,small car,1997,manual,101,a3,150000,gasoline,audi,0,74564,80.0,1365
42011,2.5,station wagon,1999,auto,150,a6,150000,diesel,audi,0,88353,150.0,2093
5846,,limousine,1997,manual,170,5er,150000,gasoline,bmw,,65191,100.0,1820
80935,,convertible,1996,manual,90,escort,150000,gasoline,ford,0,49406,90.0,1092
37720,1.2,small car,2009,manual,82,fiesta,70000,gasoline,ford,0,76437,230.0,3621
95992,,,2005,auto,200,,150000,,sonstige_autos,0,66679,1010.0,10829
45775,,limousine,2006,manual,218,5er,125000,gasoline,bmw,0,95469,840.0,13468
34377,,station wagon,1997,manual,170,mondeo,150000,gasoline,ford,1,52477,130.0,682
21184,,limousine,2005,manual,129,3er,150000,gasoline,bmw,0,95126,370.0,7188
68077,,limousine,2003,manual,231,ibiza,150000,diesel,seat,0,89257,370.0,6369
66579,,limousine,2006,manual,88,3_reihe,150000,gasoline,peugeot,,53947,140.0,2356
62110,1.6,,2014,manual,131,x_trail,40000,diesel,nissan,0,42113,1000.0,25389
38876,1.9,limousine,2001,manual,116,golf,150000,diesel,volkswagen,0,84478,160.0,2093
62275,,small car,2008,manual,120,cooper,70000,gasoline,mini,0,90473,330.0,7098
99674,1.6,limousine,1993,manual,75,golf,150000,gasoline,volkswagen,0,59597,80.0,545
42090,,,2016,manual,54,polo,150000,,volkswagen,0,4838,,3185
37044,1.9,bus,08,auto,150,zafira,150000,diesel,opel,0,55120,,4459
25636,1.6,convertible,2004,manual,113,megane,125000,gasoline,renault,0,66887,270.0,3730
41245,,limousine,2007,manual,109,3_reihe,150000,gasoline,peugeot,0,88250,340.0,3185
24764,,limousine,2013,manual,184,x_reihe,40000,diesel,bmw,0,84030,1490.0,31668
90599,,limousine,2011,auto,184,x_reihe,70000,diesel,bmw,0,85301,2410.0,26845
92971,,limousine,1997,auto,177,e_klasse,150000,diesel,mercedes_benz,0,79110,100.0,909
36023,,coupé,2004,manual,280,andere,100000,gasoline,nissan,0,55543,480.0,12694
23120,,limousine,1998,auto,101,a3,150000,gasoline,audi,1,27628,250.0,1774
20262,2.4,limousine,1998,manual,165,a6,150000,gasoline,audi,0,17033,230.0,2093
43279,,station wagon,2010,manual,204,c_klasse,150000,diesel,mercedes_benz,0,12487,440.0,10829
61210,,limousine,1999,manual,54,corsa,100000,gasoline,opel,0,72581,80.0,773
61057,2.0,,2012,auto,179,tiguan,60000,gasoline,volkswagen,0,45472,1650.0,21385
82500,,station wagon,2005,auto,224,c_klasse,150000,diesel,mercedes_benz,0,21502,320.0,4322
45108,1.2,small car,2011,manual,60,polo,30000,gasoline,volkswagen,0,8393,370.0,7088
88128,,coupé,2002,auto,193,clk,100000,gasoline,mercedes_benz,0,44229,360.0,3776
20025,1.9,station wagon,06,manual,120,a4,150000,diesel,audi,,88348,,5505
53877,,limousine,1998,manual,118,3er,150000,gasoline,bmw,1,6110,80.0,1365
54604,2.4,convertible,2003,auto,170,a4,70000,gasoline,audi,0,53177,530.0,8372
27678,8.1,station wagon,2006,manual,90,astra,150000,gasoline,opel,0,23683,390.0,3503
20027,,station wagon,2004,manual,136,3_reihe,150000,diesel,peugeot,0,42105,150.0,1819
10194,,,2016,manual,77,,100000,,hyundai,,65936,,4049
97890,,limousine,1998,manual,125,a3,150000,gasoline,audi,1,65779,130.0,546
77134,2.3,limousine,2011,manual,260,3_reihe,20000,gasoline,mazda,0,54668,1000.0,16835
46571,,small car,00,manual,54,seicento,60000,gasoline,fiat,0,51399,,1046
1652,1.6,limousine,2011,manual,117,qashqai,125000,gasoline,nissan,0,53332,380.0,10556
82094,,coupé,1994,manual,75,civic,150000,gasoline,honda,0,59199,80.0,727
99409,2.7,coupé,2009,manual,190,a5,150000,diesel,audi,0,49477,1160.0,11830
17008,1.4,small car,2010,manual,71,fiesta,50000,diesel,ford,0,84085,560.0,5824
49388,1.8,limousine,1994,manual,101,andere,150000,gasoline,fiat,0,21502,60.0,1001
